category,question,year
Historia,FN:s millenniemål antas och ambitiösa mål sätts för fattigdomsbekämpning.,2000
Historia,Wikipedia grundas och fri kunskap sprids till miljarder internet-användare.,2001
Historia,Finanskrisen 2008 utplånar biljoner i tillgångsvärden och orsakar global recession.,2008
Historia,Arabiska vårens demonstranter välter diktatorer i Tunisien och Egypten.,2011
Historia,Kinas ekonomi passerar Japans och är världens näst största.,2010
Historia,IS utropar ett skräckkalifast och utför terrorattacker världen över.,2014
Historia,Flyktingkrisen skapar de största folkförflyttningarna i Europa sedan andra världskriget.,2015
Historia,Brexit-omröstningen spräcker drömmen om ett enat Europa för många.,2016
Historia,#MeToo-rörelsen avslöjar sexuella övergrepp och förändrar arbetsplatser.,2017
Historia,Pandemin sätter hela världen i karantän och ekonomin störtdyker.,2020
Historia,Kapitolium-stormningen utmanar USA:s demokratiska institutioner.,2021
Historia,Rysslands invasion av Ukraina utlöser den värsta europeiska krisen sedan 1945.,2022
Historia,AI-revolution börjar med ChatGPT och förändrar hur vi arbetar och tänker.,2022
Historia,Hamas terrorattack och Israels svar utlöser en humanitär katastrof i Gaza.,2023
Historia,Donald Trump återväljs till USA:s president efter domstolsproblemen.,2024
Historia,Taiwan-frågan hettar upp och Kina ökar militär närvaro kring ön.,2023
Historia,Sahel-regionen i Afrika drabbas av en rad militärkupper och kaos breder ut sig.,2023
Historia,Houthi-rebeller attackerar skepp i Röda havet och global handel störs.,2023
Historia,FN når 193 medlemsländer och är världens mest universella organisation.,2011
Historia,Sydkorea och Nordkorea håller ett historiskt toppmöte och kramar om varandra.,2018
Historia,Abraham Accords normaliserar relationer mellan Israel och arabiska länder.,2020
Historia,Indiens självständighetskamp leds av Gandhi med civil olydnad och fasta.,1948
Historia,Nehru håller sitt berömda tal om Indiens oberoende mitt i natten.,1947
Historia,Ghana utropar sin självständighet och Africa börjar avkoloniseras.,1957
Historia,Kongo friförklaras men splittras omedelbart av inbördeskonflikter.,1960
Historia,Nelson Mandela håller sitt fyra timmar långa tal i Rivonia-rättegången.,1964
Historia,Moder Teresa grundar Missionärernas välgörenhetssystrarna i Calcutta.,1950
Historia,FN:s flyktingkonvention antas och skyddar människor på flykt.,1951
Historia,Det europeiska kol- och stålgemenskapens grundas och EU:s frö sås.,1951
Historia,Romfördraget grundar den europeiska ekonomiska gemenskapen EEG.,1957
Historia,Berlinmuren faller och Europa återförenas i jubel och tårar.,1989
Historia,Maastrichtfördraget omvandlar EEG till Europeiska unionen.,1992
Historia,Irlands fredsprocess leder till Långfredagsavtalet och fred i Nordirland.,1998
Historia,Euro-mynten och sedlarna introduceras och 12 länder delar valuta.,2002
Historia,EU utvidgas österut och tio nya länder tas in i unionen.,2004
Historia,Lissabonfördraget moderniserar EU:s struktur och beslutsordning.,2007
Historia,Griechenlands skuldkris hotar eurozonens sammanhållning.,2010
Historia,Skottland röstar nej till självständighet och stannar i Unionen.,2014
Historia,Emmanuel Macron väljs till Frankrikes president och förnyar den politiska mittfåran.,2017
Historia,Italiens populistregering utmanar EU:s budgetregler.,2018
Historia,Coronapandemins ekonomiska effekter tvingar EU till ett historiskt stödpaket.,2020
Historia,Joe Biden vinner USA-valet och återvänder USA till multilateralism.,2020
Historia,Angela Merkel avgår efter 16 år och lämnar ett förändrat Tyskland.,2021
Historia,Olaf Scholz blir Tysklands kansler och leder en trepartikoalition.,2021
Historia,Emmanuel Macron omväljs till Frankrikes president i ett tätt val.,2022
Historia,Italien väljer Giorgia Meloni som landets förste kvinnliga premiärminister.,2022
Historia,Liz Truss avgår efter 45 dagar och är Storbritanniens kortaste statsminister.,2022
Historia,Finland och Sverige söker NATO-medlemskap i historisk omsvängning.,2022
Historia,Finland antas i NATO och den finländska neutralitetsdoktrinen avvecklas.,2023
Historia,Sverige tas in i NATO och neutraliteten som varade i 200 år tar slut.,2024
Historia,Xi Jinping utses till Kinas president för tredje gången och befäster sin makt.,2023
Historia,Erdogan omväljs som Turkiets president trots ekonomisk turbulens.,2023
Historia,Sydafrika lämnar in ett folkmords-ärende mot Israel i Internationella domstolen.,2024
Historia,Lula da Silva återväljs till Brasiliens president och besegrade Bolsonaro.,2022
Historia,Argentinas ekonomi kollapsar och Milei vinner med ett radikalt program.,2023
Historia,Chile skriver ny konstitution och folket röstar nej till den.,2022
Historia,Colombias fredsprocess med FARC fortsätter och hoppet om fred bevaras.,2016
Historia,Venezuela drivs av ekonomisk kollaps och Maduro håller kvar makten.,2019
Historia,Mexico väljer sin förste kvinna som president – Claudia Sheinbaum.,2024
Historia,Sydkoreas president Yoon förkunnar tillfälligt undantagstillstånd och avsätts.,2024
Historia,Syrien faller och Assad flyr till Ryssland efter 53 år av familjedynastin.,2024
Historia,Ukraina uthärdar tredje vintern med Rysslands fullskaliga invasion.,2024
Historia,Internationella brottmålsdomstolen utfärdar arrestorder mot Putin.,2023
Historia,Albanesregjeringen leder Australien och omfamnar klimatpolitiken.,2022
Historia,Indien passerar Kina som folkrikaste land i världen.,2023
Historia,Afrikas befolkning beräknas fördubblas till 2.5 miljarder till 2050.,2023
Historia,Jordens befolkning når 8 miljarder och majoriteten bor i städer.,2022
Historia,FN konstaterar att freden i världen är sämre än på 30 år.,2023
Historia,Nobels fredspris tilldelas Narges Mohammadi som kämpar från fängelset i Iran.,2023
Historia,Nobels fredspris tilldelas Nihon Hidankyo – atomBombsöverlevarnas organisation i Japan.,2024
Historia,Sumer i Mesopotamien är den äldsta kända civilisationen med städer och skrift.,3500 f.Kr.
Historia,Den kinesiska civilisationen tar form vid Gula floden under Shangdynastin.,1600 f.Kr.
Historia,Olmekerna i Mexiko bygger de första pyramiderna och jättehuven i Amerika.,1200 f.Kr.
Historia,Det feniciska alphabetet sprids och bildar grunden för de flesta moderna alfabeten.,1050 f.Kr.
Historia,König David grundar Jerusalem som Israelrikets huvudstad.,1000 f.Kr.
Historia,Homeros skriver Iliaden och Odysséen och eposet föds.,800 f.Kr.
Historia,Buddhas upplysning sker under ett fikonträd och buddhismen föds.,528 f.Kr.
Historia,Laozi skriver Tao Te Ching och taoismen formuleras.,500 f.Kr.
Historia,Det persiska riket under Darius I är det största riket i antikens historia.,500 f.Kr.
Historia,Demokratins idé testas för första gången i Aten under Kleisthenes.,508 f.Kr.
Historia,Euklides sammanfattar geometrin i Elementa och matematiken systematiseras.,300 f.Kr.
Historia,Det Ptolemaiska dynastiet styr Egypten och hellenistisk kultur blomstrar.,305 f.Kr.
Historia,Det romerska alfabetet standardiseras och latin sprids med imperiet.,100 f.Kr.
Historia,Jesus Kristus korsfästs i Jerusalem och kristendomen tar form.,30
Historia,Paulus missionerar i Medelhavsregionen och kristendomen sprids till Europa.,50
Historia,Det romerska riket når sin största utbredning under kejsar Trajanus.,117
Historia,Marcus Aurelius skriver Självbetraktelser och stoicismen lever än.,180
Historia,Konstantins omvändelse till kristendomen förändrar Roms och Europas historia.,312
Historia,Augustinus konverterar till kristendomen och skriver Bekännelserna.,386
Historia,Romarrikets fall markerar övergången från antiken till medeltiden i Europa.,476
Historia,Benedikts regel för munklivet skapar ett kulturellt centrum i klostren.,530
Historia,Islam sprider sig blixtsnabbt och i hundra år kontrolleras halva den kända världen.,700
Historia,Det karolingiska riket grundas och lägger grunden till Frankrike och Tyskland.,800
Historia,Vikingarnas handelsrutter från Skandinavien till Bysans knyts ihop.,900
Historia,Kinas papperspengar är tusen år före Europa i ekonomisk modernitet.,1000
Historia,Det normanska England skapar en blandkultur av anglosaxisk och normannisk tradition.,1100
Historia,Crusadernas förfärliga bieffekter inkluderar massakern på judar i Rhen-dalen.,1096
Historia,Universiteten i Oxford Cambridge och Paris skapar en intellektuell elit i Europa.,1200
Historia,Det mongoliska postssystemet Yam möjliggör kommunikation i ett jättelikt rike.,1234
Historia,Hansaförbundet grundas och nordeuropeisk handel organiseras av köpmän.,1241
Historia,Renässansen börjar i Florens med patroner som Medicifamiljen.,1400
Historia,Portugiserna kartlägger Afrikas kust och skapar ett globalt handelsimperium.,1450
Historia,Aztekerna dominerar Mexikoplatån med Tenochtitlán som en av världens största städer.,1440
Historia,Inkariket är det största riket i Americas historia vid sin höjdpunkt.,1500
Historia,Leonardo da Vinci utforskar anatomi och geologi och är renässansmännen.,1490
Historia,Erasmus av Rotterdam brevkorresponderar med hela Europas lärda elit.,1516
Historia,Kalvinismen skapar det som kallas den protestantiska arbetsmoralen.,1536
Historia,Drottning Elizabeth I regerar England och en gyllene era inleds.,1558
Historia,Galileo Galilei publicerar sina observationer och trotsar kyrkan.,1610
Historia,Den engelska revolutionen skapar grunden för parlamentets suveränitet.,1688
Historia,Upplysningstidens filosofer ifrågasätter kyrkan och kungamakten.,1740
Historia,Benjamin Franklin experimenterar med elektricitet och uppfinner åskledaren.,1752
Historia,James Watt förbättrar ångmaskinen och industrin tar fart.,1769
Historia,Den industriella revolutionen förvandlar bönder till fabriksarbetare.,1780
Historia,Den franska revolutionens terror dödar tusentals i giljotinens skugga.,1793
Historia,Napoleon erövrar stora delar av Europa och sprider revolutionens idéer.,1805
Historia,Det latinska Amerika börjar frigöra sig och nya nationer föds.,1820
Historia,Darwin reser med Beagle och samlar fakta som leder till evolutionsteorin.,1835
Historia,Karl Marx och Engels beskriver klasskampen som historiens drivkraft.,1848
Historia,Det telegrafen möjliggör global kommunikation och världen krymper.,1860
Historia,Den industriella kapitalismen skapar ett industriproletariat som kräver rättigheter.,1880
Historia,Fackföreningsrörelsen tar form och arbetarklassen organiserar sig i Europa.,1870
Historia,Röda korsets internationella kommitté bildas och humanitär rätt kodifieras.,1880
Historia,Kvinnors rösträtt vinns i Nya Zeeland som det första landet i världen.,1893
Historia,Zionismen formuleras av Theodor Herzl som en politisk rörelse.,1897
Historia,Albert Einsteins relativitetsteori revolutionerar fysik och syn på tid och rum.,1905
Historia,Titanic-katastrofen leder till strängare säkerhetskrav för fartyg.,1912
Historia,Fredsrörelsen Sällskapet de vita banden grundas av temperanskvinnor i USA.,1874
Historia,Internationella olympiska kommittén grundas och moderna spelen planeras.,1894
Historia,Ångkraftens era avlöses av olja som den viktigaste energikällan.,1910
Historia,Hollywood-filmstudion grundas och en ny underhållningsindustri föds.,1911
Historia,Den ryska revolutionen inspirerar arbetarrörelser i hela Europa.,1917
Historia,Weimar-republiken försöker göra demokrati av det besegrade tyska riket.,1919
Historia,Radiotekniken gör det möjligt att nå miljoner samtidigt med ett budskap.,1920
Historia,Prohibition i USA skapar organiserad brottslighet och bootlegging.,1920
Historia,Jazzmusikens guldålder blomstrar i New Orleans och Chicago.,1920
Historia,Harlem Renaissance gör svart konst och litteratur till en kulturell kraft.,1925
Historia,Den stora depressionen tvingar miljoner amerikanare till fattigdom.,1929
Historia,Franklin Roosevelts New Deal räddar USA:s demokrati och ekonomi.,1933
Historia,Hitlers tredje rike introducerar en ny typ av totalitärt massmord.,1933
Historia,Propagandafilmen Triumph of the Will visar hur film kan användas politiskt.,1935
Historia,Televisionen demonstreras för allmänheten och ett nytt medium föds.,1936
Historia,Atomenergis potential som vapen inses av Einstein och han skriver till Roosevelt.,1939
Historia,Bauhausrörelsen flyr Nazityskland och modernistisk design sprids till USA.,1933
Historia,De allierade upprättar Bretton Woods-systemet och skapar en ny ekonomisk ordning.,1944
Historia,FN:s stadga undertecknas och en ny världsordning tar form.,1945
Historia,Nurembergrättegångarna skapar principen om individuellt ansvar för krigsbrott.,1945
Historia,Marshallplanen finansierar Europas återuppbyggnad och håller kommunismen borta.,1948
Historia,Det kinesiska kommunistpartiet tar makten och Taiwan-konflikten uppstår.,1949
Historia,Koreakrigets vapenstillestånd skapar den spänningsfyllda gräns som ännu håller.,1953
Historia,Jonas Salks poliovaccin räddas miljoner barn från förlamning.,1955
Historia,Ungernrevolten krossas av Sovjet och hoppet om frihet släcks.,1956
Historia,Sputnik-chocken startar rymdkapplöpningen och USA mobiliserar sina resurser.,1957
Historia,Kuba-revolutionens seger inspirerar vänstern i hela Latinamerika.,1959
Historia,Det europeiska samarbetets idé tar form med romfördragets undertecknande.,1957
Historia,Den afrikanska avkoloniseringen accelererar och 17 länder självständigförklarar sig.,1960
Historia,Rosa Parks-incidenten och Montgomerybuykotten sätter medborgarrörelsens rytm.,1955
Historia,Martin Luther Kings marsch på Washington hyllas som ett av 1900-talets höjdpunkter.,1963
Historia,Medborgarrättslagen i USA förbjuder diskriminering och rasåtskillnad.,1964
Historia,Woodstock-festivalen symboliserar ett generationsgenerationsmöte och hippiekultur.,1969
Historia,Miljömedvetandet ökar och Earth Day firas för första gången i USA.,1970
Historia,Watergate-skandalen lär generationer om maktens korruption.,1972
Historia,Vietnamkrigets bilder på TV förändrar folkopinionen och media-krigets påverkan.,1972
Historia,OPEC:s oljeboykott visar att råvaror kan användas som politiska vapen.,1973
Historia,Jimmy Carter mäklar fred mellan Egypten och Israel i Camp David.,1978
Historia,Den polska Solidaritet-rörelsen visar att kommunismen kan utmanas inifrån.,1980
Historia,Reagans trickle-down-ekonomi förändrar USA:s ekonomiska inriktning.,1981
Historia,HIV/AIDS-epidemin avslöjar samhällets syn på homosexualitet och marginalisering.,1983
Historia,Mikhail Gorbatjovs reformer öppnar dörren för Kalla krigets avslut.,1985
Historia,Chernobyl-olyckan ökar miljömedvetandet och misstron mot atomkraft.,1986
Historia,Tiananmen-massakern krossar demokratihoppet i Kina.,1989
Historia,Sydafrikas sanning- och försoningskommission skapar en modell för övergångsrättvisa.,1996
Historia,Kloning av fåret Dolly väcker etiska frågor om bioteknikens gränser.,1996
Historia,FN:s konferens i Kyoto resulterar i ett klimatavtal med bindande mål.,1997
Historia,Europeiska valutan euron introduceras och en ny ekonomisk era inleds.,1999
Historia,Millennieskiftet firas globalt och Y2K-oron visar sig vara obefogad.,2000
Historia,Dot-com-bubblan spricker och internet-euforin möter verkligheten.,2000
Historia,Terrorattackerna den 11 september förändrar säkerhetspolitiken i hela världen.,2001
Historia,Afghanistan-kriget inleds och talibaner jagas ut ur Kabul.,2001
Historia,Irakkriget startar utan FN-mandat och kontroverser följer.,2003
Historia,Abu Ghraib-skandalen avslöjas och USA:s trovärdighet skadas globalt.,2004
Historia,Tsunamin på Annandag jul dödar 230 000 och mobiliserar globala hjälpinsatser.,2004
Historia,Hurricane Katrina visar hur naturkatastrofer drabbar fattiga hårdast.,2005
Historia,Steve Jobs presenterar iPhone och pekskärmen förändrar kommunikation.,2007
Historia,Finanskrisen 2008 kollapsar banksystem och visar systemrisker i global ekonomi.,2008
Historia,Barack Obamas val som USA:s president är ett historiskt genombrott.,2008
Historia,Swinfluensan påminner om att pandemier kan slå snabbt och globalt.,2009
Historia,Jordbävningen i Haiti visar de katastrofala följderna av svaga stater.,2010
Historia,Wikileaks avslöjar diplomatiska skrivelser och skapar en transparensdebatt.,2010
Historia,Den arabiska vårens demokratirörelser välter Tunisien och Egyptens presidenter.,2011
Historia,Bin Ladens död i Pakistan av amerikanska specialstyrkor bekräftas av Obama.,2011
Historia,Syrian konflikt börjar och humanitär katastrof drabbar miljoner.,2011
Historia,Jordbävningen och tsunamin i Japan leder till Fukushima-katastrofen.,2011
Historia,Mandela dör 95 år gammal och Sydafrika sörjer sin förste demokratiske president.,2013
Historia,IS utropar ett islamiskt kalifat i Syrien och Irak och skräckvälde inleds.,2014
Historia,Ebolaepidemin i Västafrika dödar 11 000 och testar WHO:s kapacitet.,2014
Historia,Paris-attackerna dödar 130 och chockar Europa.,2015
Historia,Flyktingströmmen over Medelhavet skapar Europas värsta flyktingkris sedan 1945.,2015
Historia,Notre-Dame brinner och en del av Frankrikes kulturarv hotas.,2019
Historia,COVID-19 utlyses till pandemi och världen stängs ner i oöverblickbar skala.,2020
Historia,George Floyds dödsfall utlöser BLM-protestvågen och debatt om polisens roll.,2020
Historia,Vaccinen mot COVID-19 tas fram på rekordtid tack vare mRNA-teknik.,2020
Historia,Kapitolium-stormningen är ett unikt angrepp på USA:s demokratiska institution.,2021
Historia,Rysslands invasion av Ukraina är den allvarligaste säkerhetsutmaningen i Europa sedan 1945.,2022
Historia,Irans Women Life Freedom-rörelse utmanar den islamiska regimen.,2022
Historia,Netanyahus regering är den mest högerextrema i Israels historia.,2022
Historia,ChatGPT lanseras och AI-revolutionens samhälleliga konsekvenser debatteras.,2022
Historia,Palestinska fångars villkor i Gaza diskuteras intensivt i internationell rätt.,2023
Historia,Prigozjin dör i en flygplanskrasch kort efter Wagnerupproret.,2023
