category,question,year
Geografi,Bohusläns klippor och kobbar utnämns till ett av Nordeuropas bästa segelvatten.,2020
Geografi,Falsterbo utnämns till Europas bästa fågelskådardestination.,2015
Geografi,Hornborgasjön välkomnar 20 000 tranor under vårflyttningen.,2023
Geografi,Mount Everest kartläggs av en brittisk expedition och höjden fastslås till 8 848 meter.,1856
Geografi,Aconcagua bestigas för första gången av Matthias Zurbriggen.,1897
Geografi,Matterhorn i Alperna bestigas för första gången och en av bergstigarna dör på nedstigningen.,1865
Geografi,Denali i Alaska bestigas för första gången av Hudson Stuck.,1913
Geografi,Elbrus i Kaukasus bestigas och är Europas högsta berg.,1874
Geografi,Kangchenjunga bestigas för första gången och är jordens tredje högsta berg.,1955
Geografi,Lhotse bestigas för första gången och är jordens fjärde högsta berg.,1956
Geografi,Makalu bestigas för första gången och är jordens femte högsta berg.,1955
Geografi,Cho Oyu bestigas för första gången och är jordens sjätte högsta berg.,1954
Geografi,Dhaulagiri bestigas för första gången och är jordens sjunde högsta berg.,1960
Geografi,Manaslu bestigas för första gången och är jordens åttonde högsta berg.,1956
Geografi,Nanga Parbat bestigas för första gången av Hermann Buhl ensam utan syrgastuber.,1953
Geografi,Annapurna bestigas för första gången och är det första åttатusendmetarsberget att nås.,1950
Geografi,Gasherbrum I bestigas för första gången och är jordens elfte högsta berg.,1958
Geografi,Reinhold Messner bestiger alla fjorton åttатusendmetarsberg som förste människa.,1986
Geografi,Nirmal Purja bestiger alla fjorton åttатusendmetarsberg på under sex månader.,2019
Geografi,Jordan Romero bestiger Everest som 13-åring och sätter åldersbräkord.,2010
Geografi,Kami Rita Sherpa bestiger Everest för 29:e gången och sätter nytt rekord.,2024
Geografi,Junko Tabei bestiger Everest och är den första kvinna att göra det.,1975
Geografi,Göran Kropp cyklar från Sverige till Nepal och bestiger Everest utan hjälp.,1996
Geografi,Ueli Steck bestiger Everest och Lhotse utan syrgastuber på 10 timmar.,2012
Geografi,Alex Honnold bestiger El Capitan i Yosemite utan rep och säkring.,2017
Geografi,Nanga Parbat bestigas på vintern för första gången av Alex Txikon.,2018
Geografi,Lena-floden i Sibirien svämmar över och tvingar evakuering av sibiriska byar.,2019
Geografi,Amur-floden svämmar över och 200 000 evakueras i Ryssland och Kina.,2013
Geografi,Volga-floden svämmar vid Orenburg och tusentals hem översvämmas.,2024
Geografi,Indusfloden orsakar katastrofala översvämningar i Pakistan.,2010
Geografi,Bramaputra svämmar vid Assam och 3 miljoner drivs på flykt.,2022
Geografi,Eufrat-floden torkar ut i södra Irak och saltöken breder ut sig.,2021
Geografi,Jordanfloden smal till ett rinnande dike och pilgrimsplatsen torkar.,2019
Geografi,Coloradofloden når inte längre Mexikanska golfen för första gången på decennier.,2010
Geografi,Mississippi svämmar och delar av Memphis och St. Louis nås av flodvatten.,2011
Geografi,Niger-floden svämmar och 200 000 drivs på flykt i Niger och Mali.,2020
Geografi,Kongofloden svämmar och ett av Afrikas fattigaste länder drabbas hårt.,2022
Geografi,Banqiao-dammkollansen i Kina dödar 170 000 i en av historiens värsta katastrofer.,1975
Geografi,Jianfeng-dammkollansen i Kina dödar tusentals.,1993
Geografi,Oroville-dammen i Kalifornien håller på att kollapsa och 200 000 evakueras.,2017
Geografi,Brassiliens Brumadinho-gruvdamm brister och 270 dör i giftigt gyttjesläpp.,2019
Geografi,Derna-dammbrott i Libyen dödar upp till 10 000 och städer sveps bort.,2023
Geografi,Sarno-rasen i Italien dödar 160 och begravde bostadsområden i lera.,1998
Geografi,Vargas-jordskredet i Venezuela dödar 30 000 och kustkommuner utplånas.,1999
Geografi,Oso-jordskredet i Washington dödar 43 och begravde en hel by.,2014
Geografi,Mocoa-jordskredet i Colombia dödar 300 under ett tropiskt regnoväder.,2017
Geografi,Atami-jordskredet i Japan dödar 20 under extrema regnfall.,2021
Geografi,Berlinmuren börjar byggas och delar en stad och ett folk i öst och väst.,1961
Geografi,Panamakanalen återlämnas till Panama av USA.,1999
Geografi,Suezkanalen stängs efter Sexdagarskriget och öppnar inte igen på åtta år.,1967
Geografi,Hongkong återlämnas av Storbritannien till Kina.,1997
Geografi,Macau återlämnas av Portugal till Kina.,1999
Geografi,Alaska köps av USA från Ryssland för 7.2 miljoner dollar.,1867
Geografi,Frankrikes Louisiana-köpet dubblar USA:s yta.,1803
Geografi,Gadsden Purchase fastslår USA:s södra gräns mot Mexiko.,1853
Geografi,Krim annekteras av Ryssland och internationell rätt sätts ur spel.,2014
Geografi,Östtyskland absorberas av Västtyskland och det återförenade Tyskland bildas.,1990
Geografi,Tjeckoslovakien splittras fredligt i Tjeckien och Slovakien.,1993
Geografi,Jugoslavien faller och sex nya länder uppstår.,1992
Geografi,Sydsudan utropar sin självständighet och är världens yngsta land.,2011
Geografi,Eritrea frigör sig från Etiopien och utropar självständighet.,1993
Geografi,Östtimor erkänns som självständig stat.,2002
Geografi,Montenegro utropar självständighet från Serbien och Montenegro.,2006
Geografi,Kosovo utropar självständighet från Serbien.,2008
Geografi,Israel utropar sin självständighet och grannländerna attackerar dagen efter.,1948
Geografi,Indien och Pakistan delas i Brittiska Indiens sönderfall.,1947
Geografi,Bangladesh frigör sig från Pakistan efter blodigt inbördeskrig.,1971
Geografi,Vietnam återförenas när Saigon faller och byter namn till Ho Chi Minh City.,1975
Geografi,Kanada patrierar sin konstitution och bryter det sista bandet med London.,1982
Geografi,Australien bildar federationen Commonwealth of Australia.,1901
Geografi,Nya Zeeland proklameras som självständig stat.,1907
Geografi,Singapore utesluts ur Malaysia och tvingas till självständighet.,1965
Geografi,Namibia frigör sig från Sydafrikas apartheid-styre.,1990
Geografi,Zimbabwe utropar självständighet och Robert Mugabe tar makten.,1980
Geografi,Moçambique frigör sig från Portugal efter 500 år av kolonialstyre.,1975
Geografi,Angola frigör sig från Portugal och ett inbördeskrig bryter ut omedelbart.,1975
Geografi,Ghana utropar självständighet som det första afrikanska landet söder om Sahara.,1957
Geografi,Nigeria utropar självständighet från Storbritannien.,1960
Geografi,Kongo-Léopoldville utropar självständighet från Belgien.,1960
Geografi,Kenya utropar självständighet från Storbritannien.,1963
Geografi,Tanzania bildas när Tanganyika och Zanzibar slår ihop sig.,1964
Geografi,Algeriet vinner självständighet från Frankrike efter ett 8-årigt krig.,1962
Geografi,Marocko utropar självständighet från Frankrike och Spanien.,1956
Geografi,Tunisien utropar självständighet från Frankrike.,1956
Geografi,Libyen utropar självständighet under kung Idris.,1951
Geografi,Egypten nationaliserar Suezkanalen och Nasser hyllas som arabisk hjälte.,1956
Geografi,Förenade Arabemiraten bildas av sju emirat.,1971
Geografi,Qatar utropar självständighet från Storbritannien.,1971
Geografi,Bahrain utropar självständighet från Storbritannien.,1971
Geografi,Kuwait utropar självständighet från Storbritannien.,1961
Geografi,Jemen återförenas när nord och syd slås ihop.,1990
Geografi,Etiopien och Eritrea undertecknar ett fredsavtal efter 20 år av konflikt.,2018
Geografi,Somalia drabbas av statskollaps och landet kontrolleras av krigsherrar.,1991
Geografi,Liberia drabbas av inbördeskrig och Ellen Johnson Sirleaf väljs till Afrikas förste kvinnliga president.,2006
Geografi,Sierra Leone avslutar sitt grymma inbördeskrig.,2002
Geografi,Rwanda genomgår folkmord och 800 000 dödas på 100 dagar.,1994
Geografi,Sydafrika håller sina första demokratiska val och Mandela väljs till president.,1994
Geografi,Apartheids slut utlyses formellt av De Klerk och en ny era börjar.,1991
Geografi,Sarek nationalpark erkänns som en del av Laponia UNESCO-världsarv.,1996
Geografi,Alexandria grundas av Alexander den store vid Nildeltat i Egypten.,331 f.Kr.
Geografi,Roms stad grundas vid Tiberns strand enligt romersk tradition.,753 f.Kr.
Geografi,Karthago grundas av feniciska kolonister vid Nordafrikas kust.,814 f.Kr.
Geografi,Athen bygger Parthenon på Akropolis under Perikles ledning.,447 f.Kr.
Geografi,Det romerska Colosseum invigs med 100 dagars spel och gladiatorkamper.,80
Geografi,Pompeji begravs under aska och lava när Vesuvius exploderar.,79
Geografi,Konstantinopel grundas av kejsar Konstantin och döps till den nya Rom.,330
Geografi,Den stora muren i Kina börjar byggas under Qin Shi Huangs order.,221 f.Kr.
Geografi,Cheopspyramiden i Giza byggs och är i 3 800 år världens högsta byggnad.,2560 f.Kr.
Geografi,Stonehenge uppförs på Salisbury Plain i södra England.,2500 f.Kr.
Geografi,Babylon blomstrar under Nebukadnessar II och de hängande trädgårdarna anläggs.,600 f.Kr.
Geografi,Aten bygger Parthenon-templet och Akropolis når sin fulla prakt.,438 f.Kr.
Geografi,Romarriket inviger Pantheon i Rom – ett tempel för alla gudar.,125
Geografi,Hadrianus mur byggs tvärs norra England för att hålla pikterna borta.,122
Geografi,Det romerska vägnettet når 400 000 kilometer och binder ihop imperiet.,100
Geografi,Rom brinner och Nero beskylls – en tredjedel av staden läggs i aska.,64
Geografi,Konstantinopel erövras av ottomanerna och bysantinska riket faller.,1453
Geografi,Venedig grundas på träpålar i lagunen av flyktingar undan barbarinvasioner.,421
Geografi,Vikingarna grundar Kyiv vid Dnejpern och lägger grunden till Ryssland.,882
Geografi,Leif Eriksson landar på den nordamerikanska kusten och kallar det Vinland.,1000
Geografi,Angkor Wat i Kambodja byggs som ett tempel för guden Vishnu.,1150
Geografi,Machu Picchu byggs av inkariket på 2 430 meters höjd i Anderna.,1450
Geografi,Tenochtitlán grundas av aztekerna på en ö i Texcocosjön.,1325
Geografi,Kristoffer Columbus landar på Guanahani-ön i Karibien och tror sig nå Asien.,1492
Geografi,Vasco da Gama rundar Godahoppsudden och hittar sjövägen till Indien.,1498
Geografi,Ferdinand Magellan lämnar Spanien och inleder den första jordenrundseglingen.,1519
Geografi,Francisco Pizarro erövrar inkariket och Cuzco plundras.,1533
Geografi,Hernán Cortés erövrar Tenochtitlán och aztekernas välde faller.,1521
Geografi,Jacques Cartier seglar upp i Sankt Lorensfloden och tar Kanada i besittning för Frankrike.,1534
Geografi,Abel Tasman seglar runt Australien och är den förste europé som når Nya Zeeland.,1642
Geografi,James Cook kartlägger Australiens östkust och landar i Botany Bay.,1770
Geografi,James Cook hittar Hawaii och dödas av öbor vid ett andra besök.,1779
Geografi,Vitus Bering korsar sundet som bär hans namn och bekräftar att Asien och Amerika är skilda.,1728
Geografi,Francis Drake är den förste engelsman att segla runt jorden.,1580
Geografi,Henry Hudson utforskar floden och bukten som bär hans namn i Nordamerika.,1609
Geografi,Samuel de Champlain grundar Quebec City och Quebec-kolonin tar form.,1608
Geografi,Pedro Álvares Cabral landar i Brasilien och tar det i besittning för Portugal.,1500
Geografi,Amerigo Vespucci fastslår att Sydamerika är en ny kontinent och landet namnges efter honom.,1502
Geografi,Bartolomeu Dias rundar Godahoppsudden och öppnar vägen mot Indien.,1488
Geografi,Den transatlantiska slavhandeln inleds när portugiser tar afrikaner till São Tomé.,1441
Geografi,Jamestown grundas som den första permanenta engelska kolonin i Nordamerika.,1607
Geografi,Pilgrims Fathers landar med Mayflower i Plymouth och grundar en koloni.,1620
Geografi,New Amsterdam grundas av holländska kolonister på Manhattan-ön.,1626
Geografi,Suezkanalen planeras av fransmannen Ferdinand de Lesseps och bygget inleds.,1859
Geografi,Panamakanalen börjar grävas av Frankrike men misslyckandet leder till skandal.,1881
Geografi,USA köper Louisiana-territoriet av Napoleon och fördubblar landets yta.,1803
Geografi,Den transamerikanska järnvägen färdigställs vid Promontory Summit i Utah.,1869
Geografi,Alaska köps av USA från Ryssland för 7.2 miljoner dollar.,1867
Geografi,Hawaii annekteras av USA efter en kupp mot drottning Liliuokalani.,1898
Geografi,Göbekli Tepe i Turkiet byggs och är 6 000 år äldre än Stonehenge.,9600 f.Kr.
Geografi,Jordbruket uppstår i den bördiga halvmånen och städer börjar bildas.,10000 f.Kr.
Geografi,Ur i Mesopotamien blomstrar och är en av världens äldsta städer.,2500 f.Kr.
Geografi,Mohenjo-daro i Induskulturen byggs med avancerade kloaksystem.,2600 f.Kr.
Geografi,Harappa byggs och Induskulturen når sin höjdpunkt med planerade gator.,2500 f.Kr.
Geografi,Det kinesiska kejsardömet Shang-dynastin regerar och Anyang byggs som huvudstad.,1600 f.Kr.
Geografi,Feniciska sjöfarare grundar Karthago vid nordafrikanska kusten.,814 f.Kr.
Geografi,Grieker grundar kolonin Massalia som idag är Marseille i Frankrike.,600 f.Kr.
Geografi,Persepolis byggs av Darius I som persiska rikets prakt-ceremonistad.,518 f.Kr.
Geografi,Det babyloniska riket faller när Kyros den store intar Babylon.,539 f.Kr.
Geografi,Nilen-kanalerna grävas av egyptiska faraoner för att förbinda Röda havet med Nilen.,600 f.Kr.
Geografi,Alexandria-fyren byggs på Faros och är ett av antikens sju underverk.,280 f.Kr.
Geografi,Romarriket når sin största utbredning under kejsar Trajanus.,117
Geografi,Diocletianus delar Romarriket i ett östligt och ett västligt för att underlätta styret.,285
Geografi,Det västromerska riket faller när den siste kejsaren avsätts av germanska stammar.,476
Geografi,Karl den store kröns till kejsare och skapar det Frankiska riket.,800
Geografi,Vikingarna attackerar klostret Lindisfarne och de skandinaviska räden börjar.,793
Geografi,Norsemen grundar Dublin i Irland som en handelsplats.,841
Geografi,Normandiet ges till vikingen Rollo och normander slår sig ner i norra Frankrike.,911
Geografi,Marco Polo lämnar Venedig och påbörjar sin resa till det mongoliska riket.,1271
Geografi,Mongolerna under Djingis Khan intar Peking och det kinesiska Jin-riket faller.,1215
Geografi,Mongolerna förstör Baghdad och avlutar det abbasidiska kalifatets storhetstid.,1258
Geografi,Svarta döden når Sicilien med handelsfartyg från Krimhalvön.,1347
Geografi,Svarta döden dödar uppskattningsvis en tredjedel av Europas befolkning.,1350
Geografi,Portugiserna runder Afrikas västra kust och når Guineabukten.,1460
Geografi,Spanien och Portugal delar upp världen mellan sig i Tordesillas-fördraget.,1494
Geografi,Coronado utforskar Nordamerikas sydväst och söker de sju guldens städer.,1540
Geografi,Fransmannen Champlain kartlägger Stora sjöarna och Kanadas floder.,1615
Geografi,Abel Tasman hittar Tasmanien och döper ön efter sig.,1642
Geografi,Bougainville är den förste fransman att segla runt världen.,1768
Geografi,James Cook kartlägger Nya Zeeland och bekräftar att det är två separata öar.,1769
Geografi,Mungo Park utforskar Nigerfloden och kartlägger det inre av Västafrika.,1796
Geografi,David Livingstone korsar Afrika och hittar Victoriafallen.,1855
Geografi,Richard Burton och John Speke söker Nilens källa och Speke hittar Victoriasjön.,1858
Geografi,Stanley hittar Livingstone i Afrika och utbrister det bevingade Dr Livingstone I presume.,1871
Geografi,Nils Adolf Erik Nordenskiöld seglar Nordostpassagen som den förste.,1878
Geografi,Den brittiska expeditionen kartlägger Nya Guinea och tar in regionen i imperiet.,1884
Geografi,Roald Amundsen och hans norska expedition når sydpolen.,1911
Geografi,Robert Falcon Scott når sydpolen fem veckor efter Amundsen och dör på återvägen.,1912
Geografi,Ernest Shackleton räddar sin besättning efter att Endurance krossats av isen.,1916
Geografi,Den första flygresan över Atlanten görs av Alcock och Brown utan mellanlandning.,1919
Geografi,Charles Lindbergh flyger ensam över Atlanten från New York till Paris.,1927
Geografi,Amelia Earhart flyger ensam över Atlanten som första kvinna.,1932
Geografi,Edmund Hillary och Tenzing Norgay når Everests topp.,1953
Geografi,Jacques Piccard och Don Walsh dyker till Marianergraven i ubåten Trieste.,1960
Geografi,Neil Armstrong tar sin första steg på månen vid Mare Tranquillitatis.,1969
Geografi,Den romerska porten Porta Nigra i Trier byggs och är Roms mäktigaste kvarlevor norr om Alperna.,180
Geografi,Colosseum invigs av Titus och de inledande spelen varar 100 dagar.,80
Geografi,Pantheon i Rom byggs om av Hadrianus och det osannolika taket gjuts i betong.,125
Geografi,Diocletianus palatset byggs i Split och är en av antikens bäst bevarade ruiner.,305
Geografi,Konstantins bågbåge reses i Rom för att fira segern vid Milvianska bron.,315
