category,question,year
Allmänbildning,Uppsala universitet grundas och är Nordens äldsta.,1477
Allmänbildning,Lunds universitet grundas under dansk överhöghet.,1666
Allmänbildning,KTH grundas i Stockholm och utbildar ingenjörer.,1827
Allmänbildning,Karolinska Institutet grundas som ett medicinsk lärosäte.,1810
Allmänbildning,Folkskolan i Sverige inrättas och utbildning når alla barn.,1842
Allmänbildning,Folkskolan blir obligatorisk och läskunnigheten ökar dramatiskt.,1882
Allmänbildning,Grundskolan ersätter folkskolan och realskolan i Sverige.,1962
Allmänbildning,Gymnasieskolan reformeras och tre år för alla införs i Sverige.,1970
Allmänbildning,Förskolan i Sverige byggds ut och barnomsorg garanteras.,1975
Allmänbildning,Friskolereformen i Sverige möjliggör privata grundskolor.,1992
Allmänbildning,Internationella fonetiska alfabetet IPA fastställs.,1888
Allmänbildning,Sverigedemokraterna väljer Jimmie Åkesson till partiledare.,2005
Allmänbildning,Socialdemokraternas längsta regeringsperiod i Sverige tar slut.,1991
Allmänbildning,Moderaterna bildar Alliansen och vinner valet i Sverige.,2006
Allmänbildning,Alliansen vinner åter riksdagsvalet och Reinfeldt sitter kvar.,2010
Allmänbildning,Stefan Löfven väljs till statsminister efter valet.,2014
Allmänbildning,Ulf Kristersson väljs till statsminister efter valet.,2022
Allmänbildning,Tidöavtalet sluts och Sverigedemokraterna får inflytande utan ministerposter.,2022
Allmänbildning,Coronapandemin leder till att Riksdagen stärker krislagstiftningen.,2021
Allmänbildning,Sverige köper JAS Gripen-flygplan och det är en stor affär för SAAB.,1982
Allmänbildning,SAAB grundas och börjar producera bilar.,1947
Allmänbildning,Volvo grundas i Göteborg och tillverkar sin första bil.,1927
Allmänbildning,Ericsson grundas och är ett av världens ledande telekomföretag.,1876
Allmänbildning,H&M grundas i Västerås och växer till ett globalt modeimperium.,1947
Allmänbildning,IKEA grundas av Ingvar Kamprad i Älmhult.,1943
Allmänbildning,Spotify grundas i Stockholm av Daniel Ek och Martin Lorentzon.,2006
Allmänbildning,Klarna grundas i Stockholm och köp nu betala senare-modellen sprids.,2005
Allmänbildning,Mojang grundas och Minecraft skapas av Markus Notch Persson.,2009
Allmänbildning,King grundas och Candy Crush Saga spelar miljoner människor.,2003
Allmänbildning,Paradox Interactive grundas i Stockholm och ger ut strategispel.,1999
Allmänbildning,Dice-spelstudion grundas i Stockholm och skapar Battlefield-serien.,1992
Allmänbildning,Dynamit uppfinns av Alfred Nobel och förändrar gruvdrift och bygge.,1867
Allmänbildning,Rulltrappan uppfinns och presenteras på världsutställningen i Paris.,1900
Allmänbildning,Luftkonditionering uppfinns av Willis Carrier och förändrar varma klimat.,1902
Allmänbildning,Kylskåpet introduceras kommersiellt och mat kan förvaras längre.,1913
Allmänbildning,Tvättmaskinen för hemmabruk introduceras och tvättarbetet minskar.,1908
Allmänbildning,Diskmaskin för hemmabruk når konsumentmarknaden i USA.,1950
Allmänbildning,Mikrovågsugnen uppfinns av Percy Spencer av misstag.,1945
Allmänbildning,Non-stick-teflon uppfinns av Roy Plunkett av misstag på DuPont.,1938
Allmänbildning,Nylon uppfinns av DuPont och strumpor av nylon revolutionerar mode.,1935
Allmänbildning,Streckkod-systemet implementeras i livsmedelshandeln i USA.,1974
Allmänbildning,Kreditkortet lanseras kommersiellt av Diners Club.,1950
Allmänbildning,Bankomaten installeras för första gången utanför en bank i London.,1967
Allmänbildning,Swish lanseras i Sverige och mobilbetalningar tar fart.,2012
Allmänbildning,Bankgiro introduceras i Sverige och betalningar digitaliseras.,1959
Allmänbildning,E-handel börjar på allvar när eBay och Amazon startar.,1995
Allmänbildning,Bitcoin-transaktionen med 10 000 mynt för två pizzor sker.,2010
Allmänbildning,Det första moderna containerfartyget revolutionerar fraktfrakt.,1956
Allmänbildning,Supertankern lanseras och oljefrakten förändras.,1950
Allmänbildning,Concorde börjar flyga passagerare med överludes hastighet.,1976
Allmänbildning,Concorde tas ur trafik efter 27 år och ett olycksfall.,2003
Allmänbildning,Det första kommersiella jetplanet – Comet – börjar flyga.,1952
Allmänbildning,Boeing 747 Jumbo Jet börjar trafikera och gör flygresande billigare.,1970
Allmänbildning,Ryanair lanserar lågprisflygande och Europa knyts ihop.,1985
Allmänbildning,Hybridlokomotiv reducerar utsläpp på järnvägen.,2014
Allmänbildning,Maglev-tåget i Japan sätter nytt hastighetsrekord med 603 km/h.,2015
Allmänbildning,Hyperloop-konceptet presenteras av Elon Musk.,2013
Allmänbildning,Det autonoma fartyget Mayflower korsar Atlanten utan besättning.,2022
Allmänbildning,Självkörande taxi godkänns för kommersiell drift i San Francisco.,2023
Allmänbildning,Mount Everest bestigas för första gången av Hillary och Tenzing.,1953
Allmänbildning,Nordpolen nås för första gången av Peary och hans sällskap.,1909
Allmänbildning,Sydpolen nås av Amundsen och hans norska expedition.,1911
Allmänbildning,Djupaste havet nås av Piccard och Walsh i ubåten Trieste.,1960
Allmänbildning,Ballongen korsar Atlanten för första gången.,1978
Allmänbildning,Steve Fossett flyger runt Jorden ensam utan att landa.,2005
Allmänbildning,Felix Baumgartner hoppar från stratosfären och slår ljudvallen.,2012
Allmänbildning,Schack-VM hålls för första gången som en officiell tävling.,1886
Allmänbildning,Magnus Carlsen vinner schack-VM som 22-åring.,2013
Allmänbildning,Rubiks kub uppfinns av Ernő Rubik och säljer 350 miljoner exemplar.,1974
Allmänbildning,Lego-klossarna uppfinns av Ole Kirk Christiansen i Danmark.,1949
Allmänbildning,Barbie-dockan lanseras av Mattel och förändrar leksaksbranschen.,1959
Allmänbildning,Tetris säljs till Nintendo och når miljoner spelkonsol-ägare.,1989
Allmänbildning,Dungeons and Dragons lanseras och rollspel föds som hobby.,1974
Allmänbildning,Magic: The Gathering lanseras och samlarkortspel sprids.,1993
Allmänbildning,Pokémon lanseras i Japan och skapar en kulturell tsunami.,1996
Allmänbildning,World of Warcraft lanseras och MMORPG-genren exploderar.,2004
Allmänbildning,Angry Birds lanseras och mobilspel når en ny publik.,2009
Allmänbildning,Candy Crush Saga lanseras och spelas av 93 miljoner dagligen.,2012
Allmänbildning,Twitch lanseras och spelstreaming normaliseras som underhållning.,2011
Allmänbildning,Det globala tv-spelsmarknaden omsätter mer än filmindustrin.,2020
Allmänbildning,Hushållens tillgång till internet i Sverige överstiger 95 procent.,2020
Allmänbildning,Sociala medier används av mer än 4 miljarder människor världen över.,2021
Allmänbildning,Medellivslängden i Sverige överstiger 80 år för första gången.,1990
Allmänbildning,Barnmordligheten i världen halveras under ett decennium med hjälp av vacciner.,2000
Allmänbildning,Fattigdomen i världen halveras och 1 miljard lyfts ur extrem fattigdom.,2015
Allmänbildning,Millenniemålen antas av FN och säter upp mål för fattigdom och hälsa.,2000
Allmänbildning,Globala vaccinationsprogrammet EPI startar och räddar miljoner liv.,1974
Allmänbildning,Handikappkonventionen antas av FN och stärker rättigheter.,2006
Allmänbildning,Flyktingkonventionen antas och reglerar staters ansvar mot flyktingar.,1951
Allmänbildning,ILO grundas för att reglera arbetsvillkor och fackliga rättigheter.,1919
Allmänbildning,Den internationella arbetsrätten förbjuder barnarbete i farliga yrken.,1999
Allmänbildning,Minimilönelagen i Sverige – kollektivavtalen – stärker löntagare.,1938
Allmänbildning,LO grundas och den svenska fackföreningsrörelsen tar form.,1898
Allmänbildning,Rymdfärjan Discovery transporterar Hubble-teleskopet till omloppsbana.,1990
Allmänbildning,Rymdstationen Mir tas i drift av Sovjet.,1986
Allmänbildning,Sputnik 2 skjuts upp med hunden Lajka – det första djuret i rymden.,1957
Allmänbildning,Apa skjuts upp och överlever rymdfärden.,1961
Allmänbildning,Neil Armstrong och Buzz Aldrin promenerar på månen i Apollo 11.,1969
Allmänbildning,Alan Shepard är den förste amerikanaren i rymden.,1961
Allmänbildning,John Glenn kretsar runt Jorden och är förste amerikanaren att göra det.,1962
Allmänbildning,Valentina Tereshkova är den första kvinnan i rymden.,1963
Allmänbildning,Alexei Leonov gör den första rymdpromenaden utanför rymdfarkosten.,1965
Allmänbildning,Neil Armstrong tar det historiska steget ut på månens yta.,1969
Allmänbildning,Apollo 13 exploderar men besättningen räddas hem.,1970
Allmänbildning,Skylab-rymdstationen tas i bruk av NASA.,1973
Allmänbildning,Viking 1 landar på Mars och skickar de första bilderna från ytan.,1976
Allmänbildning,Voyager 2 är det enda rymdskepp som flyger förbi alla fyra gasplaneterna.,1989
Allmänbildning,Galileo-sonden kretsar runt Jupiter och undersöker dess månar.,1995
Allmänbildning,Cassini-Huygens landar sonden Huygens på Titans yta.,2005
Allmänbildning,New Horizons passerar Pluto och visar ishjärtan på ytan.,2015
Allmänbildning,OSIRIS-REx hämtar prov från asteroiden Bennu och återvänder till Jorden.,2023
Allmänbildning,Chang'e 5 hämtar månprov och Kina blir tredje land att göra det.,2020
Allmänbildning,Indiens Chandrayaan-3 landar nära månens sydpol.,2023
Allmänbildning,Första privata rymdturisten Dennis Tito flyger till ISS.,2001
Allmänbildning,Jeff Bezos flyger till rymdens kant med Blue Origin.,2021
Allmänbildning,Richard Branson flyger till rymdens kant med Virgin Galactic.,2021
Allmänbildning,SpaceX Crew Dragon tar astronauter till ISS – första privata uppdraget.,2020
Allmänbildning,Stjärnkikaren William Herschel hittar planeten Uranus.,1781
Allmänbildning,Planeten Neptunus förutsägs matematiskt och bekräftas med teleskop.,1846
Allmänbildning,Pluto upptäcks av Clyde Tombaugh.,1930
Allmänbildning,Pluto omklassas till en dvärgplanet av IAU.,2006
Allmänbildning,Exoplanet 51 Pegasi b bekräftar att planeter kretsar runt andra stjärnor.,1995
Allmänbildning,Gravitationslinsning bekräftas observationellt och bevisar Einsteins teori.,1919
Allmänbildning,Neutronsstjärnors kollision detekteras med gravitationsvågor och ljus.,2017
Allmänbildning,Sagittarius A* fotograferas och är Vintergatans eget svarta hål.,2022
Allmänbildning,Astrofysiken grundas av Cecilia Payne-Gaposchkin som visar att stjärnor är vätgas.,1925
Allmänbildning,Radioaktiviteten upptäcks av Henri Becquerel och studeras av Marie Curie.,1896
Allmänbildning,Det första kärnkraftsverket för elproduktion öppnas i Calder Hall i England.,1956
Allmänbildning,Tjernobylolyckan tvingar 350 000 att evakuera och påverkar Europa i decennier.,1986
Allmänbildning,Fukushima-olyckan leder till att Japan stänger alla kärnkraftverk tillfälligt.,2011
Allmänbildning,Ringhals kärnkraftverk börjar tas ur drift efter politiskt beslut.,2019
Allmänbildning,Det egyptiska hieroglyfspråket tyder av Champollion med hjälp av Rosettastenen.,1822
Allmänbildning,Rosettastenen hittas i Egypten av Napoleons soldater.,1799
Allmänbildning,Trojas ruiner hittas av Heinrich Schliemann i Turkiet.,1868
Allmänbildning,Tutankhamons grav öppnas av Howard Carter i Egypten.,1922
Allmänbildning,Lascaux-grottan med 17 000 år gamla grottmålningar hittas i Frankrike.,1940
Allmänbildning,Altamira-grottan med förhistoriska bisonmålningar hittas i Spanien.,1879
Allmänbildning,Terrakottaarmén hittas av bönder som gräver en brunn i Kina.,1974
Allmänbildning,Dödahavsrullarna hittas av en herde i grottor nära Döda havet.,1947
Allmänbildning,Machu Picchu återupptäcks av Hiram Bingham och görs världskänd.,1911
Allmänbildning,Palmyra-ruinerna i Syrien förstörs delvis av IS.,2015
Allmänbildning,Notre-Dame i Paris drabbas av en katastrofal brand och taket rasar.,2019
Allmänbildning,Restaureringen av Notre-Dame avslutas och katedralen återöppnas.,2024
Allmänbildning,Kolosseum renoveras och skyddas med EU-pengar.,2013
Allmänbildning,En gigantisk glaciär – A76A – lossnar från Antarktis och är störst i världen.,2022
Allmänbildning,Indonesisk vulkan Krakatau exploderar och skapar en minitsunami.,2018
Allmänbildning,Vesuvius vulkan begraver Pompejis invånare under aska.,79
Allmänbildning,Tambora-vulkanen exploderar och år 1816 kallas år utan sommar.,1815
Allmänbildning,Islandsvulkanen Eyjafjallajökull stoppar europeisk flygtrafik i sex dagar.,2010
Allmänbildning,Hagibis – en supertyfon – drabbar Japan och orsakar svåra översvämningar.,2019
Allmänbildning,Cyklonen Idai är Afrikas dödligaste tropiska storm i modern tid.,2019
Allmänbildning,Orkanen Katrina dödar 1 800 och lämnar New Orleans under vatten.,2005
Allmänbildning,Jordbävningen och tsunamin vid Indiska oceanen dödar 227 000.,2004
Allmänbildning,Jordbävningen i Kobe i Japan dödar 6 400 och skadar 40 000.,1995
Allmänbildning,Jordbävningen i Sichuan i Kina dödar 87 000 människor.,2008
Allmänbildning,Jordbävningen och tsunamin i Japan utlöser Fukushima-katastrofen.,2011
Allmänbildning,Jordbävningen i Haiti dödar 230 000 och är en av de dödligaste.,2010
Allmänbildning,Morse skickar det första officiella telegrafmeddelandet från Washington till Baltimore.,1844
Allmänbildning,Det första fotografiet från rymden av Jordens yta tas från en V2-raket.,1946
Allmänbildning,Det första e-handelköpet genomförs online av en Sting-skiva.,1994
Allmänbildning,Selfie väljs till Oxfords ordbok som årets ord.,2013
Allmänbildning,Emoji introduceras i Japan och sprids globalt.,1999
Allmänbildning,QR-koden uppfinns i Japan för att spåra bilar i en fabrik.,1994
Allmänbildning,Ansiktsigenkänning används för att låsa upp iPhone X.,2017
Allmänbildning,Förarlösa bilar involveras i det första dödliga olycksfall.,2018
Allmänbildning,Litiumjonbatteriet uppfinns av John Goodenough och förändrar energilagring.,1991
Allmänbildning,Solpanelernas verkningsgrad överstiger 40 procent i laboratorium.,2022
Allmänbildning,Vätebilar börjar säljas kommersiellt av Toyota.,2014
Allmänbildning,Det första kommersiella offshorevindkraftverket tas i drift.,1991
Allmänbildning,Den globala elproduktionen från sol och vind överstiger 10 procent.,2020
Allmänbildning,Norges elbilsandel överstiger 80 procent av nyregistreringar.,2022
Allmänbildning,Första elmopeden i Sverige registreras och godkänns för trafik.,1990
Allmänbildning,Cykelhjälmens skyddseffekt bekräftas i studier och rekommenderas aktivt.,1990
Allmänbildning,Trafikljuset uppfinns och sätts upp utanför Parlamentet i London.,1868
Allmänbildning,Säkerhetsbältet uppfinns av Volvo-ingenjören Nils Bohlin.,1959
Allmänbildning,Krockkudden introduceras i en serie-tillverkad bil av Mercedes.,1981
Allmänbildning,ABS-bromsar introduceras i personbilar av Bosch och Mercedes.,1978
Allmänbildning,Vätgas används som bränsle i bränslecellsfordon av Hyundai.,2013
Allmänbildning,Oatly grundas i Sverige.,1994
Allmänbildning,Quorn-proteinet tas fram av svampjäsning och ersätter kött i maten.,1985
Allmänbildning,Yogans popularitet exploderar i väst och miljoner utövar det dagligen.,2000
Allmänbildning,Linné publicerar Systema Naturae och ger varje art ett tvådelat latinskt namn.,1735
Allmänbildning,Darwins teori om naturligt urval publiceras och skapar kontroverser.,1859
Allmänbildning,Gregor Mendels ärftlighetslagar publiceras men ignoreras i 35 år.,1866
Allmänbildning,Mendels lagar återupptäcks och genetiken föds som vetenskap.,1900
Allmänbildning,Kromosomernas roll i arvsmassan bekräftas av Thomas Hunt Morgan.,1910
Allmänbildning,DNA identifieras som bärare av genetisk information av Avery.,1944
Allmänbildning,PCR-tekniken uppfinns av Kary Mullis och gör DNA-analys möjlig.,1983
Allmänbildning,Homo naledi – en ny hominid – hittas i en grotta i Sydafrika.,2015
Allmänbildning,Lucy – en tidig Australopithecus – hittas i Etiopien.,1974
Allmänbildning,Ottzi ismannen hittas i Alperna.,1991
Allmänbildning,Arkeologiska fynd i Israel dateras till den tidiga Homo sapiens utanför Afrika.,2018
Allmänbildning,Fossilet av en enorm pingvin hittas i Nya Zeeland.,2023
Allmänbildning,Chicxulub-kratern i Mexiko bekräftas som platsen för dinosauriernas utdöende.,1991
Allmänbildning,Det första fullständiga T-rex-skelett hittas och kallas Sue.,1990
Allmänbildning,Elefanters empati och sorg vid dödsfall dokumenteras vetenskapligt.,2005
Allmänbildning,Kråkor använder verktyg och visar problemlösningsförmåga.,2002
Allmänbildning,Schimpanser lär sig teckenspråk och kommunicerar med människor.,1967
Allmänbildning,Goriллan Koko lär sig teckenspråk och skapar meningar.,1972
Allmänbildning,Orken Tilikum i SeaWorld dödas av en tränare och skapar debatt.,2010
Allmänbildning,Valens migrationsrutter kartläggs och skyddas via internationella avtal.,1986
Allmänbildning,Varg återintroduceras i Sverige och skapar politisk debatt.,1983
Allmänbildning,Lodjuret återetablerar sig i Sverige efter att ha varit nära utrotning.,1990
Allmänbildning,Kungsörnen fredas och populationen växer i Sverige.,1970
Allmänbildning,Fjällräven – en av Naturskyddsföreningens symboldjur – minskar kraftigt.,2008
Allmänbildning,Radon i bostäder klassas som en av de vanligaste cancerorsak-källorna.,2009
Allmänbildning,EU:s kemikalielagstiftning REACH träder i kraft.,2007
Allmänbildning,Renässansen börjar i Florens med ett nytt intresse för antiken.,1400
Allmänbildning,Upplysningen tar form och förnuftet sätts framför tron i Europa.,1700
Allmänbildning,Industriella revolutionen börjar i England med ångmaskinen.,1760
Allmänbildning,Den franska revolutionen förändrar Europas politiska karta.,1789
Allmänbildning,Romantiken uppstår som reaktion på upplysning och industrialisering.,1800
Allmänbildning,Impressionismen föds i Paris med Monet och Renoir.,1874
Allmänbildning,Kubismen skapas av Picasso och Braque i Paris.,1907
Allmänbildning,Dadaismen uppstår i Zürich som en reaktion mot krigets galenskap.,1916
Allmänbildning,Surrealismen bildas av André Breton och konstnärer som Dalí.,1924
Allmänbildning,Bauhaus-skolan grundas i Weimar av Walter Gropius.,1919
Allmänbildning,Abstrakt expressionism dominerar konstvärlden i USA efter kriget.,1945
Allmänbildning,Pop art-rörelsen uppstår med Warhol och Lichtenstein i USA.,1960
Allmänbildning,Andy Warhol säljer Campbell's Soup Cans som konst och väcker debatt.,1962
Allmänbildning,Banksy skapar gatukonst som säljs för miljoner men avböjer erkännande.,2000
Allmänbildning,NFT-konst exploderar och digitalt ägande av konst debatteras.,2021
Allmänbildning,Louvren öppnas som museum i Paris med Mona Lisa som dragplåster.,1793
Allmänbildning,British Museum grundas och är ett av världens äldsta offentliga museer.,1753
Allmänbildning,Nationalmuseum i Stockholm grundas och samlar Sveriges konst.,1866
Allmänbildning,Guggenheim Museum i Bilbao öppnar och lockar turister till Baskien.,1997
Allmänbildning,MoMA i New York öppnar och modern konst får ett hem.,1929
Allmänbildning,Tate Modern i London öppnar i ett omgjort kraftverk.,2000
Allmänbildning,Det nya Nationalmuseums-bygget i Stockholm invigs efter renovering.,2018
Allmänbildning,Vasa-museet öppnar i Stockholm med det bäst bevarade skeppsvraket.,1990
Allmänbildning,ABBA-museet öppnar på Djurgården i Stockholm.,2013
Allmänbildning,Fotografiska museet i Stockholm öppnar och fotografin hyllas.,2010
Allmänbildning,Nobel Prize Museum öppnar i Börshuset i Gamla stan i Stockholm.,2001
Allmänbildning,Skansen öppnar som världens äldsta friluftsmuseum.,1891
Allmänbildning,Nordiska museet grundas av Artur Hazelius.,1873
Allmänbildning,Livrustkammaren i Stockholm är ett av världens äldsta museer.,1628
Allmänbildning,Det egyptiska museet i Kairo öppnar och världens bästa faraonsamling visas.,1902
Allmänbildning,Stonehenge erkänns som ett UNESCO Världsarv.,1986
Allmänbildning,Angkor Wat i Kambodja erkänns som ett UNESCO Världsarv.,1992
Allmänbildning,Stora barriärrevet erkänns som UNESCO Världsarv.,1981
Allmänbildning,Galápagosöarna erkänns som UNESCO Världsarv.,1978
Allmänbildning,Yellowstone erkänns som ett av de första nationalparkerna i världen.,1872
Allmänbildning,Abisko nationalpark i Sverige grundas.,1909
Allmänbildning,Sarek nationalpark i Sverige grundas.,1909
Allmänbildning,Daniel Kahnemans Thinking Fast and Slow publiceras och omvärderar ekonomi.,2011
Allmänbildning,Positiv psykologi-rörelsen grundas av Martin Seligman.,1998
Allmänbildning,Mindfulnessträning introduceras i sjukvården av Jon Kabat-Zinn.,1979
Allmänbildning,Placebo-effekten bekräftas i dubbelblindade studier.,1955
Allmänbildning,Schlafhorst beskriver sömncykler med REM-sömn.,1953
Allmänbildning,Smärttröskeln hos individer kartläggs och kronisk smärta definieras.,1973
Allmänbildning,Autism-spektrumstörningen erkänns officiellt i DSM.,1980
Allmänbildning,ADHD diagnosen breddar sig och fler vuxna diagnostiseras.,1987
Allmänbildning,Bipolaritet döps om och behandlas allt bättre med litium.,1949
Allmänbildning,Kognitiv beteendeterapi KBT visar sig effektiv mot depression.,1977
Allmänbildning,Antidepressiva SSRI-preparat godkänns och Prozac lanseras.,1987
Allmänbildning,Det metriska systemet introduceras i Frankrike efter revolutionen.,1795
Allmänbildning,Den internationella tidszonerna standardiseras vid en konferens i Washington.,1884
Allmänbildning,Greenwich används som nollmeridian och världstid bestäms därifrån.,1884
Allmänbildning,Atommåttenheten dalton fastställs och molekylvikter kan jämföras.,1961
Allmänbildning,SI-systemet för mätenheter standardiseras internationellt.,1960
Allmänbildning,Absoluta nollpunkten – minus 273 grader Celsius – beskrivs av Kelvin.,1848
Allmänbildning,Termometern uppfinns av Fahrenheit och temperatur kan mätas.,1714
Allmänbildning,Guldstandarden avvecklas och valutor flotteras fritt.,1971
Allmänbildning,WTO grundas och ersätter GATT med bredare mandat.,1995
Allmänbildning,OPEC grundas av oljeland och kontrollerar priset på olja.,1960
Allmänbildning,Kina antas i WTO och integreras i det globala handelssystemet.,2001
Allmänbildning,Eurozonen drabbas av skuldkris och Grekland är nära konkurs.,2010
Allmänbildning,Elon Musk passerar Jeff Bezos som världens rikaste person.,2021
Allmänbildning,Jeff Bezos grundar Amazon som en bok-webbutik i ett garage.,1994
Allmänbildning,FN:s livsmedels- och jordbruksorganisation FAO grundas.,1945
Allmänbildning,Världslivsmedelsprogrammet WFP grundas och bekämpar hunger.,1961
Allmänbildning,Rättvis handel-rörelsen lanserar FAIRTRADE-märket.,1988
Allmänbildning,Mikrokredit-rörelsen grundas av Muhammad Yunus i Bangladesh.,1983
Allmänbildning,Grameen Bank ger lån till fattiga utan säkerhet och vinner Nobelpriset.,2006
Allmänbildning,Indien passererar Kina som folkrikaste landet i världen.,2023
Allmänbildning,Indiens ekonomi beräknas vara världens tredje största inom tio år.,2023
Allmänbildning,Tryckluftsbromsarna uppfinns av George Westinghouse och tåg kan stoppas säkert.,1869
Allmänbildning,Dynamitsprängning i berget Gotthard möjliggör byggandet av Alptunneln.,1882
Allmänbildning,Den Brooklyn Bridge invigs och är tidens längsta hängbro.,1883
Allmänbildning,Eiffeltornet byggs som entréport till världsutställningen i Paris.,1889
Allmänbildning,Empire State Building byggs på 410 dagar och invigs.,1931
Allmänbildning,Golden Gate Bridge invigs och är ett ingenjörsunder i sin tid.,1937
Allmänbildning,Sydney Opera House invigs och är ett ikoniskt arkitekturverk.,1973
Allmänbildning,Burj Al Arab i Dubai invigs och är ett av världens lyxigaste hotell.,1999
Allmänbildning,Burj Khalifa i Dubai invigs och är världens högsta byggnad med 828 meter.,2010
Allmänbildning,Shanghai Tower byggs och är 632 meter hög.,2015
Allmänbildning,The Shard i London invigs och förändrar Londons silhuett.,2012
Allmänbildning,One World Trade Center invigs på 9/11-platsen i New York.,2014
Allmänbildning,Notre-Dame de Paris börjar byggas och tar 200 år att färdigställa.,1163
Allmänbildning,Pantheon i Rom är fortfarande världens bäst bevarade antika byggnad.,125
Allmänbildning,Kolosseum i Rom byggs och härbärgerar 50 000 åskådare.,80
Allmänbildning,Kinesiska muren befästs under Ming-dynastin till sin nuvarande form.,1368
Allmänbildning,Taj Mahal byggs av kejsar Shah Jahan som ett monument åt sin fru.,1648
Allmänbildning,Machu Picchu byggs av inkariket på 2 430 meters höjd.,1450
Allmänbildning,Akropolis och Parthenon byggs i Aten av Perikles.,447 f.Kr.
Allmänbildning,Alexanderfyren – ett av antikens sju underverk – byggs på Faros utanför Alexandria.,280 f.Kr.
Allmänbildning,Den hängande trädgården i Babylon omnämns som ett av antikens underverk.,600 f.Kr.
Allmänbildning,Rodoskolosset – en staty av guden Helios – byggs vid hamnen i Rhodos.,280 f.Kr.
Allmänbildning,Zeusstatyn i Olympia byggs av Feidias och är 13 meter hög.,435 f.Kr.
Allmänbildning,Artemistemplet i Efesos byggs och är fyra gånger större än Parthenon.,550 f.Kr.
Allmänbildning,Mausoleet i Halikarnassos ger namn åt alla framtida mausoléer.,353 f.Kr.
Allmänbildning,Cheopspyramiden byggs och är i 3 800 år världens högsta byggnad.,2560 f.Kr.
Allmänbildning,Sfinksen i Giza byggs och är det äldsta monumentala skulpturverket.,2500 f.Kr.
Allmänbildning,Stenarna i Stonehenge riktas mot soluppgången vid sommarsolståndet.,2500 f.Kr.
Allmänbildning,De maltesiska tempel-ruinerna är världens äldsta fristående stenkonstruktioner.,3600 f.Kr.
Allmänbildning,Göbekli Tepe i Turkiet dateras till 11 600 år och är ett tempelkomplex.,9600 f.Kr.
Allmänbildning,Jeriko är en av världens äldsta kontinuerligt bebodda städer.,9000 f.Kr.
Allmänbildning,Ur i Mesopotamien är en av de äldsta städerna med skrift och administration.,3800 f.Kr.
Allmänbildning,Babylon under Nebukadnessar II har hängande trädgårdar och Ishtar-porten.,600 f.Kr.
Allmänbildning,Persepolis byggs av Darius och är persiska rikets praktfulla ceremoniella stad.,518 f.Kr.
Allmänbildning,Den Stora muren i Kina börjar byggas som en serie av separata murar.,700 f.Kr.
Allmänbildning,Hammurabis lag-kodex är en av de äldsta bevarade lagsamlingarna.,1754 f.Kr.
Allmänbildning,Ur-Nammus lag-kodex är ännu äldre och ett tidigt rättsligt dokument.,2100 f.Kr.
Allmänbildning,Cuneiform-skrift används för första gången och ord kan fästas på lera.,3200 f.Kr.
Allmänbildning,Papyrus används som skrivmaterial i Egypten och information bevaras.,3000 f.Kr.
Allmänbildning,Pergament ersätter papyrus och böcker kan produceras hållbarare.,200 f.Kr.
Allmänbildning,Papper uppfinns i Kina och spriter västerut via silkesvägen.,105
Allmänbildning,Boktryckarkonsten sprider sig och antalet böcker i Europa exploderar.,1470
Allmänbildning,Den första dagstidningen ges ut i Straaborg i dåtidens Preussen.,1605
Allmänbildning,The Times grundas i London.,1785
Allmänbildning,Reuters nyhetsagentur grundas och sprider nyheter via telegraf.,1851
Allmänbildning,AP nyhetsagentur grundas i USA och levererar nyheter till tidningar.,1846
Allmänbildning,TT grundas i Sverige och levererar nyheter till svenska medier.,1921
Allmänbildning,SVT lanserar Rapport och nyhetsprogrammet sänds fortfarande.,1969
Allmänbildning,CNN grundas och 24-timmars nyhetssändning börjar.,1980
Allmänbildning,Al Jazeera startar sändningarna och arabvärlden får en oberoende kanal.,1996
Allmänbildning,Fox News grundas och partisk nyhetsjournalistik debatteras.,1996
Allmänbildning,BuzzFeed grundas och klickbete-journalistiken tar fart.,2006
Allmänbildning,Huffington Post grundas och bloggar blir en del av nyhetslandskapet.,2005
Allmänbildning,MySpace dominerar sociala medier men faller snabbt när Facebook stiger.,2006
Allmänbildning,Second Life lanseras och virtuella världar debatteras.,2003
Allmänbildning,The Metaverse-konceptet lanseras av Meta och investeringar görs.,2021
Allmänbildning,Apple Music lanseras som en konkurrent till Spotify.,2015
Allmänbildning,SoundCloud lanseras och oberoende musiker kan dela sin musik gratis.,2007
Allmänbildning,Podcaster-boom under pandemin gör Joe Rogan Experience störst.,2020
Allmänbildning,BBC Podcasts börjar produceras och public service hittar nytt format.,2004
Allmänbildning,Wikipedia har 60 miljoner artiklar på 300 språk vid sitt 20-årsjubileum.,2021
Allmänbildning,Wolfram Alpha lanseras som ett beräkningsbaserat kunskapsverktyg.,2009
Allmänbildning,Khan Academy grundas och gratis utbildning erbjuds online.,2006
Allmänbildning,Coursera och EdX grundas och universitetsutbildning distribueras digitalt.,2012
Allmänbildning,Duolingo lanseras och språkinlärning gamifieras.,2011
Allmänbildning,Google Translate når 100 språk och maskinöversättning förbättras.,2010
Allmänbildning,Massövervakning av medborgare av NSA avslöjas av Edward Snowden.,2013
Allmänbildning,Cambridge Analytica-skandalen avslöjar att Facebook-data missbrukats.,2018
Allmänbildning,Kinas sociala kreditsystem implementeras i pilotform.,2018
