category,question,year
Nöje,Alfons Åberg introduceras av Gunilla Bergström och en älskad bilderbok föds.,1972
Nöje,Bamse-tidningens jubileum firas med specialnummer och en hel nation älskar björnen.,2016
Nöje,Seriestrippar av Johan Vilde lanseras i Aftonbladet och en ny form av humor föds.,1954
Nöje,Albert och Herbert-serierna av Åke Löfgren publiceras och Sverige skrattar.,1966
Nöje,Mumin-boken Finn Familjen Mumintrollen publiceras och Tove Janssons värld föds.,1948
Nöje,Ingmar Bergman regisserar Smultronstället och Sjunde inseglet samma år och hyllas.,1957
Nöje,Ingmar Bergmans Scener ur ett äktenskap visas på SVT och Sverige diskuterar kärleken.,1973
Nöje,Ingmar Bergmans Fanny och Alexander vinner fyra Oscars och anses vara hans mästerverk.,1984
Nöje,Ruben Östlund vinner Guldpalmen i Cannes för Triangel of Sadness.,2022
Nöje,Ruben Östlund vinner sin andra Guldpalme i Cannes för The Square.,2017
Nöje,Roy Anderssons Om det oändliga vinner regi-priset på Filmfestivalen i Venedig.,2019
Nöje,Lukas Moodyssons Fucking Åmål hyllas av kritiker och vinner Guldbaggen för bästa film.,1999
Nöje,Lukas Moodyssons Lilja 4-ever visas på filmfestivaler och skapar internationellt genomslag.,2002
Nöje,Richard Hobert regisserar Beck-filmerna och den svenska kriminalserien erövrar världen.,1997
Nöje,Wallander-serien med Krister Henriksson lanseras och Sverige exporterar noir till världen.,2005
Nöje,Wallander-serien med Kenneth Branagh spelas in i Ystad och BBC visas den globalt.,2008
Nöje,Sunes familj-filmerna inleds och det svenska julklappsfenomenet föds.,1983
Nöje,Guldbaggen delas ut för första gången och Arne Mattsson vinner för regi.,1964
Nöje,Guldbagge-ceremonin hålls på Dramaten och Liv Ullmann hedrar Sverige.,2016
Nöje,Sunes sommar har premiär och Jonas Karlsson spelar Sune för en ny generation.,1993
Nöje,Solsidan börjar sändas på TV4 och blir den mest sedda svenska TV-serien på decennier.,2010
Nöje,Bonusfamiljen startar på SVT och svenska familjerelationer hamnar i rampljuset.,2017
Nöje,Svensson Svensson sänds för sista gången och svensk sitcom når sin kulmen.,1996
Nöje,En riktig jul visas på SVT och Sverige samlas framför TV:n på julafton.,1982
Nöje,Trollkarlen och kungen från Jönköping ur SVT hyllas och gör comeback varje jul.,1975
Nöje,Julkalendern sänds för allra första gången och en advents-tradition föds i Sverige.,1960
Nöje,Sunes jul-avsnitt sänds som julkalender och 1.5 miljoner barn ser på varje kväll.,2000
Nöje,Allsång på Skansen sänds för första gången och ett SVT-sommarfenomen föds.,1979
Nöje,Allsång på Skansen når 2 miljoner tittare och är sommarens mest sedda program.,2015
Nöje,Sommarlov på SVT lanseras och generationer av barn tillbringar sommarmorgnarna med den.,1967
Nöje,Så mycket bättre säsong 1 sänds och programformatet revolutionerar musikunderhållning.,2010
Nöje,Så mycket bättre hyllar Tomas Ledin och tre miljoner ser på.,2013
Nöje,Idol Sverige sänds för allra första gången och Idol-febern tar Sverige.,2004
Nöje,Kevin Walker vinner Idol Sverige som förste manlige segrare.,2010
Nöje,Anton Hagman vinner Idol och är den yngste vinnaren i tävlingens historia.,2016
Nöje,Aftonbladet startar sin nätupplaga och journalistiken i Sverige digitaliseras.,1994
Nöje,SVT Play lanseras och Sverige kan se tv-program online för första gången.,2006
Nöje,Spotify grundas i Stockholm av Daniel Ek och Martin Lorentzon och musiken förändras.,2006
Nöje,Spotify börjar handlas på New York-börsen i en direktnotering till stor uppmärksamhet.,2018
Nöje,Markus Persson säljer Minecraft och Mojang till Microsoft för 2.5 miljarder dollar.,2014
Nöje,King grundas i Stockholm och Candy Crush Saga spelar av miljoner.,2003
Nöje,Paradox Interactive lanserar Europa Universalis och globala strategi-spelet hyllas.,2000
Nöje,Dice-studion grundas och Battlefield lanseras till stor framgång.,2002
Nöje,DICE och EA lanserar Battlefield 3 och miljarder spelas online.,2011
Nöje,Starbreeze lanserar Brothers: A Tale of Two Sons och vinner internationella priser.,2013
Nöje,Dennaton Games lanserar Hotline Miami och ett kultstatus-spel föds i Sverige.,2012
Nöje,Thunderful och Image & Form lanserar SteamWorld Dig och världen märker Sverige.,2013
Nöje,Toca Boca grundas i Stockholm och barnapparna erövrar världen.,2010
Nöje,Klarna grundas i Stockholm och e-handelsbetalningar förenklas för hela Europa.,2005
Nöje,Piratebay grundas i Sverige och fildelningstjänsten skapar global upphovsrättsdebatt.,2003
Nöje,The Pirate Bay-grundarna döms av Stockholms tingsrätt för upphovsrättsbrott.,2009
Nöje,Sthlm Sessions-initiativet skapar en ny musikkultur där artister spelar live i Stockholms tunnelbana.,2012
Nöje,Way Out West-festivalen invigs i Göteborg och blir Sveriges musikfestival för alternativt.,2007
Nöje,Sweden Rock Festival hålls för första gången och tusentals pilgrimer åker till Blekinge.,1992
Nöje,Peace & Love i Borlänge startar som ett alternativ till kommersiella festivaler.,1999
Nöje,Bråvallafestivalen läggs ner efter sexualbrotten och debatten om säkerhet på festivaler exploderar.,2017
Nöje,Gothenburg Film Festival grundas och är Nordens ledande filmfestival.,1979
Nöje,Stockholm International Film Festival delas ut för första gången.,1990
Nöje,SVT köper rättigheterna att sända Premier League och en era av fotboll-TV börjar.,1992
Nöje,TV4 vinner rättigheterna till Allsvenskan och fotbollen lämnar public service.,2005
Nöje,Cmore och Viaplay slåss om de bästa sportsättigheterna och prenumeranterna väljer.,2015
Nöje,Viaplay köper rättigheterna till Formel 1 och sportstreaming tar ett nytt steg.,2022
Nöje,SVT sänder Melodifestivalen för 60:e gången och alla gamla vinnare hyllas.,2018
Nöje,Björn Ranelid läser sin dikt live på Melodifestivalen och Sverige stannar upp.,1999
Nöje,Lill Lindfors och Kikki Danielsson duetterar i Melodifestivalen och publiken gråter.,2007
Nöje,Kikki Danielsson vinner Melodifestivalen med Lyckliga gatan och danskulturen triumferar.,1985
Nöje,Carola gör comeback i Melodifestivalen med Invincible och vinner.,2006
Nöje,Oppenheimer vinner sju Oscars och Christopher Nolans karriär når sin topp.,2024
Nöje,The Holdovers vinner Oscar för bästa originalmanuskript och Paul Giamatti hyllas.,2024
Nöje,Anatomy of a Fall vinner Guldpalmen och Cannes-juryn chockar Frankrike.,2023
Nöje,Past Lives har biopremiär och hyllas som ett av årets bästa dramafilmer.,2023
Nöje,Aftersun vinner BAFTA och Paul Mescal slår igenom som stjärna.,2023
Nöje,Tár med Cate Blanchett hyllas av kritiker och vinner 26 priser globalt.,2022
Nöje,All Quiet on the Western Front vinner fyra Oscars och är den mest hyllade tyska filmen.,2023
Nöje,Argentina 1985 nomineras till Oscar för bästa internationella film.,2023
Nöje,The Menu chockar biografpubliken med sin twist och Anya Taylor-Joy hyllas.,2022
Nöje,Bodies Bodies Bodies drar in en ny generation till horrorkomedier.,2022
Nöje,Nope av Jordan Peele hyllas och UFO-filmen skapar debatt.,2022
Nöje,Triangle of Sadness av Ruben Östlund har världspremiär i Cannes och vinner Guldpalmen.,2022
Nöje,The Banshees of Inisherin vinner åtta BAFTA-priser och Colin Farrell hyllas.,2023
Nöje,Living med Bill Nighy vinner BAFTA och brittisk film lever vidare.,2023
Nöje,M3GAN chockar och AI-dockan blir ett popkultur-fenomen och Halloween-kostym.,2023
Nöje,Renfield med Nicolas Cage som Dracula hyllas som en kuslig komedie.,2023
Nöje,Evil Dead Rise har biopremiär och horrorfansen jublar.,2023
Nöje,Scream 6 lanseras och Ghostface tar Manhattan.,2023
Nöje,Indiana Jones and the Dial of Destiny avslutar Harrison Fords era som arkeologen.,2023
Nöje,Elemental av Pixar hyllas och visar att animerade filmer kan ta upp komplexa teman.,2023
Nöje,Wish av Disney är studions 100-årsjubileum men möter blandad kritik.,2023
Nöje,Spider-Man: Across the Spider-Verse vinner Oscar för bästa animerade film.,2024
Nöje,The Boy and the Heron av Miyazaki vinner Oscar och hyllas universellt.,2024
Nöje,Robot Dreams nomineras till Oscar och spanjorerna jublar.,2024
Nöje,Deadpool and Wolverine slår R-rated-kassarekord och Marvel-fansen jublar.,2024
Nöje,Inside Out 2 slår alla Pixar-kassarekord och ångest-karaktären vinner alla hjärtan.,2024
Nöje,Alien: Romulus har biopremiär och franchise-uppvärmningen fungerar.,2024
Nöje,Wicked har biopremiär och musikalen tar biopubliken med storm.,2024
Nöje,Moana 2 slår rekord på Thanksgiving-helgen i USA.,2024
Nöje,Mufasa: The Lion King har biopremiär och Disney-remakestrategin fortsätter.,2024
Nöje,Kendrick Lamars Not Like Us spelas på Super Bowl-halvtidsshown.,2025
Nöje,Lana Del Rey gifter sig och albumet annonseras samtidigt.,2024
Nöje,Charli XCX lanserar Brat och sommar 2024 definieras av ett grönt albumomslag.,2024
Nöje,Shaboozey dominerar country-charts med A Bar Song Tipsy i månader.,2024
Nöje,Chappell Roan vägrar träffa politiska ledare och sätter sin integritet först.,2024
Nöje,Phoebe Bridgers och Bo Burnham startar en relation och musiken går ihop.,2024
Nöje,Noah Kahan bryter igenom globalt med Stick Season och folk-pop blomstrar.,2024
Nöje,Dua Lipa lanserar Radical Optimism och turnerar på världens största arenor.,2024
Nöje,Post Malone släpper ett country-album och genregränserna suddas ut.,2024
Nöje,Billie Eilish lanserar Hit Me Hard and Soft och håller sig på toppen av listorna.,2024
Nöje,Lady Gaga och Joaquin Phoenix återförs i Joker: Folie à Deux som besviker.,2024
Nöje,Benson Boone lanserar Beautiful Things och är det första sättet sedan Beatles att nå globalt.,2024
Nöje,Addison Rae byter karriär och lanserar sin debutsingel 2 Die 4.,2023
Nöje,Gracie Abrams debuterar med Good Riddance och hyllas av Taylor Swift.,2023
Nöje,Eurovision Song Contest hålls i Sverige för femte gången i Malmö.,2024
