category,question,year
Personer,Toini Gustafsson vinner dubbla OS-guld i längdskidor i Grenoble.,1968
Personer,Astrid Lindgren tar emot Fredsbokmässpriset i Frankfurt och håller ett tal mot barnaga.,1978
Personer,Astrid Lindgren publicerar Ronja Rövardotter och skriver sin sista stora barnbok.,1981
Personer,Astrid Lindgren fyller 90 år och hela Sverige firar med evenemang och tributer.,1997
Personer,Stieg Larsson dör av en hjärtattack och Millennium-trilogin publiceras postumt.,2004
Personer,Stieg Larsson publiceras på engelska och Lisbeth Salander erövrar världen.,2008
Personer,Henning Mankell publicerar den sista Wallander-boken och avslutar serien.,2009
Personer,Henning Mankell dör i cancer och Sverige förlorar en av sina viktigaste författare.,2015
Personer,Selma Lagerlöf blir den första kvinna som väljs in i Svenska Akademien.,1914
Personer,Selma Lagerlöf dör på Mårbacka och Sverige sörjer sin nationalskaldeska.,1940
Personer,August Strindberg grundar Intima teatern i Stockholm och teaterkulturen lyfts.,1907
Personer,August Strindberg publicerar Röda rummet och den moderna svenska romanen föds.,1879
Personer,Vilhelm Moberg publicerar Utvandrarna och Sveriges emigration till Amerika skildras.,1949
Personer,Olof Palme mördas på Sveavägen och Sverige förlorar sin starkaste politiska röst.,1986
Personer,Stig Engström pekas ut som trolig gärningsman i Palme-mordet och förundersökning läggs ner.,2020
Personer,Anna Lindh knivhuggs på NK i Stockholm och dör dagen efter.,2003
Personer,Dag Hammarskjöld väljs till FN:s andre generalsekreterare.,1953
Personer,Dag Hammarskjöld anländer till Kongo för fredsförhandlingar och planet störtar.,1961
Personer,Raoul Wallenberg räddade tiotusentals ungerska judar med svenska skyddsdokument.,1944
Personer,Raoul Wallenberg arresteras av Sovjet och hans öde är fortfarande inte klarlagt.,1945
Personer,Folke Bernadotte mördas i Jerusalem under FN-fredsuppdraget.,1948
Personer,Birger Jarl lägger grunden till Stockholms stad vid Mälarens mynning.,1252
Personer,Gustav Vasa kröns till kung i Strängnäs efter Kristian II:s blodbad.,1523
Personer,Gustav II Adolf dör i slaget vid Lützen och Sverige förlorar sin störste kung.,1632
Personer,Drottning Kristina abdikerar och skandaliserar hela Europa.,1654
Personer,Karl XII dör för en kula vid Fredrikshald och Stormaktstidens Sverige tar slut.,1718
Personer,Gustaf III mördas på Operan i Stockholm på en maskeradbal.,1792
Personer,Jean-Baptiste Bernadotte väljs till kronprins och den nuvarande dynastin grundas.,1810
Personer,Carl XVI Gustaf kröns till Sveriges kung och är landets nuvarande monark.,1973
Personer,Kung Carl XVI Gustaf gifter sig med Silvia Sommerlath på Stockholms storkyrka.,1976
Personer,Kronprinsessan Victoria gifter sig med Daniel Westling på Storkyrkan.,2010
Personer,Kronprinsessan Victoria föds och är idag kronarvinge till den svenska tronen.,1977
Personer,Prins Carl Philip gifter sig med Sofia Hellqvist i Drottningholms slottskyrka.,2015
Personer,Ingmar Bergman vinner Guldlejonet i Venedig med Det sjunde inseglet.,1957
Personer,Ingmar Bergman tilldelas en hedersPalme vid Cannes filmfestival.,1997
Personer,Ingmar Bergman filmar Fanny och Alexander och tillkännager att det är hans sista film.,1982
Personer,Ingrid Bergman vinner sin tredje Oscar för Mord med smicker.,1974
Personer,Ingrid Bergman gör Casablanca och blir en av filmhistoriens ikoner.,1942
Personer,Greta Garbo drar sig tillbaka från filmvärlden och lever som hemlighetsfull.,1941
Personer,Greta Garbo lämnar Sverige för Hollywood och blir en internationell stjärna.,1925
Personer,Max von Sydow spelar schack med döden i Det sjunde inseglet och en myt föds.,1957
Personer,Max von Sydow nomineras till Oscar för Amour och hyllas av hela branschen.,2013
Personer,Gunder Hägg sätter sitt sista världsrekord och är länge historiens snabbaste på medeldistans.,1945
Personer,ABBA bildas och lägger grunden till en av historiens mest sålda musikgrupper.,1972
Personer,Avicii hittas avliden i Muscat och den internationella musikscenen sörjer.,2018
Personer,Swedish House Mafia spelar sin avslutningskonsert på Ultra Miami och skiljs åt.,2013
Personer,Robyn vinner en Grammy som bästa danspopp-album med Body Talk.,2010
Personer,Roxette får sin internationella genombrott med The Look på Billboard Hot 100.,1989
Personer,Marie Fredriksson dör i cancer och Roxette-sången tystnar.,2019
Personer,Björn Again – ABBA-tributgruppen – turnerar och hyllas i 30 länder.,2022
Personer,Per Gessle håller en solokonsert på Wembley och visar att låtskrivaren lever.,2015
Personer,Loreen vinner Eurovision för Sverige med Euphoria och sätter poängrekord.,2012
Personer,Loreen vinner Eurovision för andra gången med Tattoo och är ensam om bedriften.,2023
Personer,Måns Zelmerlöw vinner Eurovision med Heroes och Sverige är på topp igen.,2015
Personer,Zara Larsson vinner Talang Sverige och startar en internationell karriär.,2008
Personer,Zara Larsson samarbetar med MNEK och Lush Life blir ett globalt hitsingel.,2015
Personer,Tove Lo bryter igenom internationellt med Habits och toppen av Billboardlistan.,2014
Personer,Avicii debuterar med Levels och gör svensk house-musik till ett globalt fenomen.,2011
Personer,Knife – det göteborgska elektronikparet – vinner Grammisgalan och världen lyssnar.,2006
Personer,Håkan Hellström säljer ut Ullevi i Göteborg och sätter beståendesrekord.,2016
Personer,Cornelis Vreeswijk dör och Sverige förlorar en av sina mest älskade vissånger.,1987
Personer,Carl Michael Bellman föds i Stockholm och hans musikarv lever fortfarande.,1740
Personer,E-Type når toppen av Europas dansgolv med This is the Way.,1994
Personer,Ace of Base når toppen av Billboard Hot 100 med The Sign.,1994
Personer,Swedish House Mafia vinner Grammy Award för bästa dans-DJ-inspelning.,2022
Personer,Sabaton bildas i Falun och gruppen vinner en Grammy-nominering.,2005
Personer,In Flames bildas i Göteborg och Swedish Death Metal erövrar världen.,1990
Personer,Tomas Tranströmer tilldelas Nobelpriset i litteratur och Göteborg jublar.,2011
Personer,Karin Larsson skapar Sunnanbäck och Sveriges inredningsskatt bevaras.,1899
Personer,Dag Hammarskjöld tilldelas Nobels fredspris postumt och är den enda FN-chef.,1961
Personer,Axel Oxenstierna styr Sverige som förmyndare för Kristinas räkning och formar riket.,1632
Personer,Linnéa Claeson grundar #prataomdet och MeToo sprider sig till Sverige.,2017
